DATE,DATETIME,CASH_TYPE,CARD,MONEY,PRODUCTS
2025-01-16,2025-01-16 18:15:57.449,card,ANON-0000-0000-1097,1839.65,CPU i5-14600K
2025-01-16,2025-01-16 21:15:59.720,card,ANON-0000-0000-1045,149.58,Serviço de Formatação
2025-01-16,2025-01-16 21:16:59.177,card,ANON-0000-0000-1045,151.86,Serviço de Formatação
2025-01-16,2025-01-16 21:40:12.534,card,ANON-0000-0000-1107,780.16,RAM 32GB DDR5
2025-01-17,2025-01-17 07:38:19.766,card,ANON-0000-0000-1108,309.78,RAM 16GB DDR4
2025-01-17,2025-01-17 08:26:20.810,card,ANON-0000-0000-1109,117.66,Serviço de Limpeza
2025-01-17,2025-01-17 08:27:48.372,card,ANON-0000-0000-1109,1872.59,CPU i5-14600K
2025-01-17,2025-01-17 08:47:56.075,card,ANON-0000-0000-0276,184.81,RAM 8GB DDR4
2025-01-17,2025-01-17 09:27:38.418,card,ANON-0000-0000-0012,184.77,RAM 8GB DDR4
2025-01-17,2025-01-17 14:20:53.972,card,ANON-0000-0000-1110,300.9,RAM 16GB DDR4
2025-01-17,2025-01-17 14:22:02.670,card,ANON-0000-0000-1110,297.83,RAM 16GB DDR4
2025-01-17,2025-01-17 17:39:10.610,card,ANON-0000-0000-0906,143.16,Serviço de Formatação
2025-01-17,2025-01-17 21:22:18.959,card,ANON-0000-0000-0877,146.42,Serviço de Formatação
2025-01-18,2025-01-18 10:12:38.223,card,ANON-0000-0000-1082,184.09,RAM 8GB DDR4
2025-01-18,2025-01-18 16:33:40.099,card,ANON-0000-0000-0507,154.34,Serviço de Formatação
2025-01-18,2025-01-18 16:35:14.227,card,ANON-0000-0000-0507,120.54,Serviço de Limpeza
2025-01-18,2025-01-18 16:36:28.970,card,ANON-0000-0000-0507,152.33,Serviço de Formatação
2025-01-20,2025-01-20 08:29:47.959,card,ANON-0000-0000-0012,171.83,RAM 8GB DDR4
2025-01-20,2025-01-20 10:57:25.231,card,ANON-0000-0000-0276,174.03,RAM 8GB DDR4
2025-01-20,2025-01-20 11:40:24.031,card,ANON-0000-0000-0141,753.19,RAM 32GB DDR5
2025-01-20,2025-01-20 12:04:49.880,card,ANON-0000-0000-1111,253.72,Serviço de Montagem
2025-01-20,2025-01-20 12:06:00.697,card,ANON-0000-0000-1111,753.49,RAM 32GB DDR5
2025-01-20,2025-01-20 13:45:14.114,card,ANON-0000-0000-1112,173.2,RAM 8GB DDR4
2025-01-20,2025-01-20 20:08:11.432,card,ANON-0000-0000-1113,156.67,Serviço de Formatação
2025-01-20,2025-01-20 20:26:24.881,card,ANON-0000-0000-1114,1759.9,CPU i5-14600K
2025-01-20,2025-01-20 20:27:28.960,card,ANON-0000-0000-1114,1889.35,CPU i5-14600K
2025-01-20,2025-01-20 21:13:45.440,card,ANON-0000-0000-1115,119.28,Serviço de Limpeza
2025-01-21,2025-01-21 08:05:04.269,card,ANON-0000-0000-1010,310.38,RAM 16GB DDR4
2025-01-21,2025-01-21 08:18:19.291,card,ANON-0000-0000-0141,731.43,RAM 32GB DDR5
2025-01-21,2025-01-21 08:19:28.276,card,ANON-0000-0000-1082,178.85,RAM 8GB DDR4
2025-01-21,2025-01-21 15:35:16.518,card,ANON-0000-0000-1116,261.14,Serviço de Montagem
2025-01-21,2025-01-21 18:32:32.699,card,ANON-0000-0000-1117,143.27,Serviço de Formatação
2025-01-21,2025-01-21 18:54:13.394,card,ANON-0000-0000-0333,121.4,Serviço de Limpeza
2025-01-21,2025-01-21 18:56:15.343,card,ANON-0000-0000-0333,120.85,Serviço de Limpeza
2025-01-21,2025-01-21 19:15:21.123,card,ANON-0000-0000-1110,248.87,Serviço de Montagem
2025-01-22,2025-01-22 11:24:45.856,card,ANON-0000-0000-1118,621.52,CPU i3-12100
2025-01-22,2025-01-22 17:32:06.547,card,ANON-0000-0000-0463,177.9,RAM 8GB DDR4
2025-01-22,2025-01-22 18:49:59.374,card,ANON-0000-0000-1119,289.02,RAM 16GB DDR4
2025-01-22,2025-01-22 19:10:26.039,card,ANON-0000-0000-1051,179.88,RAM 8GB DDR4
2025-01-22,2025-01-22 19:11:23.124,card,ANON-0000-0000-1051,1727.89,CPU i5-14600K
2025-01-22,2025-01-22 19:29:15.703,card,ANON-0000-0000-1120,123.24,Serviço de Limpeza
2025-01-22,2025-01-22 20:14:30.728,card,ANON-0000-0000-1121,181.29,RAM 8GB DDR4
2025-01-24,2025-01-24 13:42:16.996,card,ANON-0000-0000-1034,1731.17,CPU i5-14600K
2025-01-24,2025-01-24 13:43:37.585,card,ANON-0000-0000-1034,769.41,RAM 32GB DDR5
2025-01-24,2025-01-24 15:28:38.814,card,ANON-0000-0000-1122,311.9,RAM 16GB DDR4
2025-01-24,2025-01-24 17:41:49.306,card,ANON-0000-0000-1123,244.33,Serviço de Montagem
2025-01-24,2025-01-24 21:16:26.445,card,ANON-0000-0000-1045,301.9,RAM 16GB DDR4
2025-01-24,2025-01-24 22:31:55.575,card,ANON-0000-0000-1124,152.64,Serviço de Formatação
2025-01-24,2025-01-24 22:32:57.911,card,ANON-0000-0000-1124,114.7,Serviço de Limpeza
2025-01-25,2025-01-25 13:21:04.187,card,ANON-0000-0000-1114,1798.82,CPU i5-14600K
2025-01-25,2025-01-25 14:38:24.586,card,ANON-0000-0000-1125,1846.94,CPU i5-14600K
2025-01-25,2025-01-25 14:39:35.084,card,ANON-0000-0000-1126,243.54,Serviço de Montagem
2025-01-26,2025-01-26 12:35:22.994,card,ANON-0000-0000-1127,254.25,Serviço de Montagem
2025-01-26,2025-01-26 12:36:34.041,card,ANON-0000-0000-1127,589.09,CPU i3-12100
2025-01-27,2025-01-27 08:07:42.406,card,ANON-0000-0000-0141,731.24,RAM 32GB DDR5
2025-01-27,2025-01-27 08:32:43.550,card,ANON-0000-0000-0141,247.05,Serviço de Montagem
2025-01-27,2025-01-27 12:05:02.366,card,ANON-0000-0000-1128,1733.89,CPU i5-14600K
2025-01-27,2025-01-27 13:45:08.764,card,ANON-0000-0000-0276,186.55,RAM 8GB DDR4
2025-01-27,2025-01-27 15:27:54.111,card,ANON-0000-0000-0141,188.03,RAM 8GB DDR4
2025-01-27,2025-01-27 15:29:00.863,card,ANON-0000-0000-0141,776.0,RAM 32GB DDR5
2025-01-27,2025-01-27 15:30:12.668,card,ANON-0000-0000-0141,188.89,RAM 8GB DDR4
2025-01-27,2025-01-27 18:55:19.339,card,ANON-0000-0000-1129,119.66,Serviço de Limpeza
2025-01-27,2025-01-27 19:02:40.325,card,ANON-0000-0000-1130,118.71,Serviço de Limpeza
2025-01-27,2025-01-27 19:03:45.457,card,ANON-0000-0000-1131,121.3,Serviço de Limpeza
2025-01-28,2025-01-28 08:26:36.795,card,ANON-0000-0000-0197,117.52,Serviço de Limpeza
2025-01-28,2025-01-28 09:33:17.106,card,ANON-0000-0000-1132,250.66,Serviço de Montagem
2025-01-28,2025-01-28 11:56:26.851,card,ANON-0000-0000-0224,176.22,RAM 8GB DDR4
2025-01-28,2025-01-28 12:22:01.233,card,ANON-0000-0000-1133,240.98,Serviço de Montagem
2025-01-28,2025-01-28 16:19:07.605,card,ANON-0000-0000-1134,306.21,RAM 16GB DDR4
2025-01-28,2025-01-28 16:20:44.658,card,ANON-0000-0000-1134,787.4,RAM 32GB DDR5
2025-01-28,2025-01-28 17:40:00.932,card,ANON-0000-0000-1135,261.61,Serviço de Montagem
2025-01-28,2025-01-28 20:11:50.854,card,ANON-0000-0000-1136,121.79,Serviço de Limpeza
2025-01-28,2025-01-28 20:13:45.162,card,ANON-0000-0000-1137,1773.1,CPU i5-14600K
2025-01-29,2025-01-29 09:38:47.162,card,ANON-0000-0000-1069,241.02,Serviço de Montagem
2025-01-29,2025-01-29 16:25:36.760,card,ANON-0000-0000-1138,240.17,Serviço de Montagem
2025-01-29,2025-01-29 19:19:08.258,card,ANON-0000-0000-1139,174.3,RAM 8GB DDR4
2025-01-29,2025-01-29 19:20:34.695,card,ANON-0000-0000-1139,583.31,CPU i3-12100
2025-01-30,2025-01-30 09:18:05.538,card,ANON-0000-0000-0224,180.7,RAM 8GB DDR4
2025-01-30,2025-01-30 10:12:33.868,card,ANON-0000-0000-0276,175.65,RAM 8GB DDR4
2025-01-30,2025-01-30 11:26:29.175,card,ANON-0000-0000-0862,759.06,RAM 32GB DDR5
2025-01-30,2025-01-30 12:42:15.712,card,ANON-0000-0000-1140,150.44,Serviço de Formatação
2025-01-30,2025-01-30 13:02:00.748,card,ANON-0000-0000-1141,241.49,Serviço de Montagem
2025-01-30,2025-01-30 14:41:42.277,card,ANON-0000-0000-1142,183.18,RAM 8GB DDR4
2025-01-30,2025-01-30 17:18:48.404,card,ANON-0000-0000-1143,151.96,Serviço de Formatação
2025-01-30,2025-01-30 18:24:06.652,card,ANON-0000-0000-1069,187.02,RAM 8GB DDR4
2025-01-30,2025-01-30 18:41:49.658,card,ANON-0000-0000-1144,751.0,RAM 32GB DDR5
2025-01-31,2025-01-31 08:40:51.449,card,ANON-0000-0000-0141,243.67,Serviço de Montagem
2025-01-31,2025-01-31 08:41:44.730,card,ANON-0000-0000-0141,182.34,RAM 8GB DDR4
2025-01-31,2025-01-31 09:17:14.822,card,ANON-0000-0000-0304,179.18,RAM 8GB DDR4
2025-01-31,2025-01-31 09:20:10.981,card,ANON-0000-0000-1145,299.43,RAM 16GB DDR4
2025-01-31,2025-01-31 09:26:46.766,card,ANON-0000-0000-0333,1836.26,CPU i5-14600K
2025-01-31,2025-01-31 09:27:47.738,card,ANON-0000-0000-0333,1846.28,CPU i5-14600K
2025-01-31,2025-01-31 12:31:01.241,card,ANON-0000-0000-1133,122.67,Serviço de Limpeza
2025-01-31,2025-01-31 12:54:25.716,card,ANON-0000-0000-0507,121.65,Serviço de Limpeza
2025-01-31,2025-01-31 14:02:58.271,card,ANON-0000-0000-1146,1724.85,CPU i5-14600K
2025-01-31,2025-01-31 16:48:33.995,card,ANON-0000-0000-0304,182.55,RAM 8GB DDR4
2025-01-31,2025-01-31 22:35:58.843,card,ANON-0000-0000-1147,175.69,RAM 8GB DDR4
2025-01-31,2025-01-31 22:37:02.031,card,ANON-0000-0000-1148,254.12,Serviço de Montagem
2025-02-01,2025-02-01 08:50:23.610,card,ANON-0000-0000-0304,187.73,RAM 8GB DDR4
2025-02-01,2025-02-01 10:07:22.849,card,ANON-0000-0000-0224,177.04,RAM 8GB DDR4
2025-02-01,2025-02-01 13:14:46.639,card,ANON-0000-0000-0141,729.96,RAM 32GB DDR5
2025-02-01,2025-02-01 13:15:29.243,card,ANON-0000-0000-0141,751.65,RAM 32GB DDR5
2025-02-01,2025-02-01 14:35:18.871,card,ANON-0000-0000-1149,1886.35,CPU i5-14600K
2025-02-01,2025-02-01 14:36:16.610,card,ANON-0000-0000-1149,1768.28,CPU i5-14600K
2025-02-01,2025-02-01 15:49:58.951,card,ANON-0000-0000-1069,120.42,Serviço de Limpeza
2025-02-01,2025-02-01 18:57:14.364,card,ANON-0000-0000-1114,1872.36,CPU i5-14600K
2025-02-01,2025-02-01 19:53:15.503,card,ANON-0000-0000-0224,178.39,RAM 8GB DDR4
2025-02-01,2025-02-01 19:54:24.066,card,ANON-0000-0000-0224,183.85,RAM 8GB DDR4
2025-02-01,2025-02-01 21:37:01.776,card,ANON-0000-0000-0427,184.06,RAM 8GB DDR4
2025-02-02,2025-02-02 10:56:21.940,card,ANON-0000-0000-1132,1831.59,CPU i5-14600K
2025-02-02,2025-02-02 10:57:37.780,card,ANON-0000-0000-1132,1786.09,CPU i5-14600K
2025-02-02,2025-02-02 12:54:32.175,card,ANON-0000-0000-1150,119.4,Serviço de Limpeza
2025-02-02,2025-02-02 12:56:04.653,card,ANON-0000-0000-1151,119.56,Serviço de Limpeza
2025-02-02,2025-02-02 14:22:57.323,card,ANON-0000-0000-0265,182.64,RAM 8GB DDR4
2025-02-02,2025-02-02 16:45:07.918,card,ANON-0000-0000-0507,120.29,Serviço de Limpeza
2025-02-02,2025-02-02 16:46:57.223,card,ANON-0000-0000-1152,118.0,Serviço de Limpeza
2025-02-03,2025-02-03 07:03:24.790,card,ANON-0000-0000-1152,1819.32,CPU i5-14600K
2025-02-03,2025-02-03 07:04:56.569,card,ANON-0000-0000-1152,178.37,RAM 8GB DDR4
2025-02-03,2025-02-03 08:04:03.627,card,ANON-0000-0000-1152,581.64,CPU i3-12100
2025-02-03,2025-02-03 08:09:08.967,card,ANON-0000-0000-1153,183.8,RAM 8GB DDR4
2025-02-03,2025-02-03 10:15:38.570,card,ANON-0000-0000-1154,255.6,Serviço de Montagem
2025-02-03,2025-02-03 10:22:18.416,card,ANON-0000-0000-1155,1862.29,CPU i5-14600K
2025-02-03,2025-02-03 10:49:58.650,card,ANON-0000-0000-1156,182.5,RAM 8GB DDR4
2025-02-03,2025-02-03 13:25:02.069,card,ANON-0000-0000-1157,1716.32,CPU i5-14600K
2025-02-03,2025-02-03 13:32:53.672,card,ANON-0000-0000-1158,1712.35,CPU i5-14600K
2025-02-03,2025-02-03 13:51:03.281,card,ANON-0000-0000-1159,243.86,Serviço de Montagem
2025-02-03,2025-02-03 14:06:36.519,card,ANON-0000-0000-1160,251.68,Serviço de Montagem
2025-02-03,2025-02-03 14:47:02.198,card,ANON-0000-0000-0019,125.01,Serviço de Limpeza
2025-02-03,2025-02-03 14:50:20.575,card,ANON-0000-0000-0507,124.56,Serviço de Limpeza
2025-02-03,2025-02-03 15:01:44.613,card,ANON-0000-0000-1161,115.61,Serviço de Limpeza
2025-02-03,2025-02-03 15:41:27.205,card,ANON-0000-0000-1110,258.48,Serviço de Montagem
2025-02-03,2025-02-03 17:01:26.871,card,ANON-0000-0000-1160,299.19,RAM 16GB DDR4
2025-02-03,2025-02-03 17:09:55.135,card,ANON-0000-0000-1162,184.57,RAM 8GB DDR4
2025-02-03,2025-02-03 17:11:07.189,card,ANON-0000-0000-1163,180.81,RAM 8GB DDR4
2025-02-03,2025-02-03 17:12:05.215,card,ANON-0000-0000-1163,186.31,RAM 8GB DDR4
2025-02-03,2025-02-03 17:13:21.519,card,ANON-0000-0000-1164,153.45,Serviço de Formatação
2025-02-03,2025-02-03 17:14:18.374,card,ANON-0000-0000-1164,115.18,Serviço de Limpeza
2025-02-03,2025-02-03 17:15:40.901,card,ANON-0000-0000-1165,150.59,Serviço de Formatação
2025-02-03,2025-02-03 17:44:17.695,card,ANON-0000-0000-1166,173.1,RAM 8GB DDR4
2025-02-03,2025-02-03 18:09:00.486,card,ANON-0000-0000-1167,251.09,Serviço de Montagem
2025-02-03,2025-02-03 20:44:14.131,card,ANON-0000-0000-1168,313.38,RAM 16GB DDR4
2025-02-04,2025-02-04 10:04:56.809,card,ANON-0000-0000-1163,177.84,RAM 8GB DDR4
2025-02-04,2025-02-04 10:11:31.338,card,ANON-0000-0000-1110,247.24,Serviço de Montagem
2025-02-04,2025-02-04 12:35:58.283,card,ANON-0000-0000-1169,186.9,RAM 8GB DDR4
2025-02-04,2025-02-04 13:07:39.018,card,ANON-0000-0000-1160,769.89,RAM 32GB DDR5
2025-02-04,2025-02-04 14:15:14.010,card,ANON-0000-0000-1170,244.76,Serviço de Montagem
2025-02-04,2025-02-04 14:17:36.486,card,ANON-0000-0000-1163,176.07,RAM 8GB DDR4
2025-02-04,2025-02-04 14:19:48.544,card,ANON-0000-0000-1171,248.33,Serviço de Montagem
2025-02-04,2025-02-04 18:13:41.792,card,ANON-0000-0000-1157,181.62,RAM 8GB DDR4
2025-02-04,2025-02-04 19:05:21.915,card,ANON-0000-0000-1172,292.23,RAM 16GB DDR4
2025-02-04,2025-02-04 19:09:36.727,card,ANON-0000-0000-1173,299.51,RAM 16GB DDR4
2025-02-04,2025-02-04 19:10:27.574,card,ANON-0000-0000-1173,303.63,RAM 16GB DDR4
2025-02-04,2025-02-04 19:27:27.283,card,ANON-0000-0000-1174,723.75,RAM 32GB DDR5
2025-02-05,2025-02-05 08:42:10.512,card,ANON-0000-0000-1156,186.82,RAM 8GB DDR4
2025-02-05,2025-02-05 09:10:43.723,card,ANON-0000-0000-1163,181.86,RAM 8GB DDR4
2025-02-05,2025-02-05 11:49:35.788,card,ANON-0000-0000-1163,237.65,Serviço de Montagem
2025-02-05,2025-02-05 11:50:41.585,card,ANON-0000-0000-1163,257.46,Serviço de Montagem
2025-02-05,2025-02-05 11:51:45.385,card,ANON-0000-0000-1163,256.27,Serviço de Montagem
2025-02-05,2025-02-05 11:58:36.442,card,ANON-0000-0000-1163,185.3,RAM 8GB DDR4
2025-02-05,2025-02-05 12:10:46.876,card,ANON-0000-0000-1175,259.47,Serviço de Montagem
2025-02-05,2025-02-05 13:20:46.169,card,ANON-0000-0000-1176,248.83,Serviço de Montagem
2025-02-05,2025-02-05 13:43:42.825,card,ANON-0000-0000-1171,610.48,CPU i3-12100
2025-02-05,2025-02-05 13:44:29.310,card,ANON-0000-0000-1171,619.19,CPU i3-12100
2025-02-05,2025-02-05 14:57:52.705,card,ANON-0000-0000-1161,1811.18,CPU i5-14600K
2025-02-05,2025-02-05 15:50:58.774,card,ANON-0000-0000-1177,1719.82,CPU i5-14600K
2025-02-05,2025-02-05 16:34:20.397,card,ANON-0000-0000-1165,148.28,Serviço de Formatação
2025-02-05,2025-02-05 16:35:33.007,card,ANON-0000-0000-1164,123.2,Serviço de Limpeza
2025-02-05,2025-02-05 16:36:34.191,card,ANON-0000-0000-1164,118.21,Serviço de Limpeza
2025-02-05,2025-02-05 16:39:01.735,card,ANON-0000-0000-1152,285.1,RAM 16GB DDR4
2025-02-05,2025-02-05 16:41:09.994,card,ANON-0000-0000-1165,157.08,Serviço de Formatação
2025-02-05,2025-02-05 18:18:34.427,card,ANON-0000-0000-1178,1738.02,CPU i5-14600K
2025-02-05,2025-02-05 18:19:49.078,card,ANON-0000-0000-1179,1821.36,CPU i5-14600K
2025-02-05,2025-02-05 18:20:51.486,card,ANON-0000-0000-1180,295.32,RAM 16GB DDR4
2025-02-05,2025-02-05 18:25:29.322,card,ANON-0000-0000-1157,187.79,RAM 8GB DDR4
2025-02-05,2025-02-05 18:45:42.132,card,ANON-0000-0000-1181,1817.25,CPU i5-14600K
2025-02-05,2025-02-05 19:06:46.262,card,ANON-0000-0000-0507,151.34,Serviço de Formatação
2025-02-05,2025-02-05 20:03:20.629,card,ANON-0000-0000-1182,292.2,RAM 16GB DDR4
2025-02-06,2025-02-06 07:16:48.645,card,ANON-0000-0000-1163,183.52,RAM 8GB DDR4
2025-02-06,2025-02-06 13:59:21.456,card,ANON-0000-0000-1171,255.29,Serviço de Montagem
2025-02-06,2025-02-06 14:55:31.564,card,ANON-0000-0000-1162,181.54,RAM 8GB DDR4
2025-02-06,2025-02-06 14:59:22.422,card,ANON-0000-0000-1158,1735.56,CPU i5-14600K
2025-02-06,2025-02-06 16:14:49.801,card,ANON-0000-0000-1163,314.06,RAM 16GB DDR4
2025-02-06,2025-02-06 17:09:45.604,card,ANON-0000-0000-1170,292.48,RAM 16GB DDR4
2025-02-06,2025-02-06 17:54:25.041,card,ANON-0000-0000-1183,304.26,RAM 16GB DDR4
2025-02-06,2025-02-06 19:53:12.674,card,ANON-0000-0000-1158,1772.8,CPU i5-14600K
2025-02-06,2025-02-06 19:55:06.501,card,ANON-0000-0000-1184,591.16,CPU i3-12100
2025-02-06,2025-02-06 20:06:59.305,card,ANON-0000-0000-1185,299.57,RAM 16GB DDR4
2025-02-06,2025-02-06 20:07:47.105,card,ANON-0000-0000-1186,295.27,RAM 16GB DDR4
2025-02-06,2025-02-06 20:23:13.537,card,ANON-0000-0000-1163,119.67,Serviço de Limpeza
2025-02-07,2025-02-07 08:44:49.968,card,ANON-0000-0000-1152,171.36,RAM 8GB DDR4
2025-02-07,2025-02-07 09:07:04.654,card,ANON-0000-0000-1187,180.55,RAM 8GB DDR4
2025-02-07,2025-02-07 10:49:23.202,card,ANON-0000-0000-1188,256.84,Serviço de Montagem
2025-02-07,2025-02-07 12:09:38.592,card,ANON-0000-0000-1189,291.5,RAM 16GB DDR4
2025-02-07,2025-02-07 12:51:22.367,card,ANON-0000-0000-1163,176.35,RAM 8GB DDR4
2025-02-07,2025-02-07 12:58:51.777,card,ANON-0000-0000-1190,256.05,Serviço de Montagem
2025-02-07,2025-02-07 16:04:10.943,card,ANON-0000-0000-1170,749.12,RAM 32GB DDR5
2025-02-07,2025-02-07 16:22:13.091,card,ANON-0000-0000-1191,121.25,Serviço de Limpeza
2025-02-07,2025-02-07 16:23:14.076,card,ANON-0000-0000-1165,151.52,Serviço de Formatação
2025-02-07,2025-02-07 16:24:35.194,card,ANON-0000-0000-1165,120.67,Serviço de Limpeza
2025-02-07,2025-02-07 18:42:36.741,card,ANON-0000-0000-1178,291.66,RAM 16GB DDR4
2025-02-07,2025-02-07 18:43:36.084,card,ANON-0000-0000-1179,290.81,RAM 16GB DDR4
2025-02-07,2025-02-07 18:44:30.842,card,ANON-0000-0000-1192,756.69,RAM 32GB DDR5
2025-02-07,2025-02-07 18:45:23.077,card,ANON-0000-0000-1192,311.36,RAM 16GB DDR4
2025-02-07,2025-02-07 20:10:59.413,card,ANON-0000-0000-1193,292.36,RAM 16GB DDR4
2025-02-07,2025-02-07 20:30:56.938,card,ANON-0000-0000-1161,747.34,RAM 32GB DDR5
2025-02-08,2025-02-08 09:01:42.933,card,ANON-0000-0000-1163,251.66,Serviço de Montagem
2025-02-08,2025-02-08 10:56:17.090,card,ANON-0000-0000-1153,174.38,RAM 8GB DDR4
2025-02-08,2025-02-08 11:02:41.385,card,ANON-0000-0000-1194,726.6,RAM 32GB DDR5
2025-02-08,2025-02-08 11:39:33.882,card,ANON-0000-0000-1195,241.99,Serviço de Montagem
2025-02-08,2025-02-08 12:46:12.840,card,ANON-0000-0000-1167,247.85,Serviço de Montagem
2025-02-08,2025-02-08 13:26:47.588,card,ANON-0000-0000-1170,243.0,Serviço de Montagem
2025-02-08,2025-02-08 15:07:04.164,card,ANON-0000-0000-1110,238.01,Serviço de Montagem
2025-02-08,2025-02-08 15:08:09.210,card,ANON-0000-0000-1110,257.43,Serviço de Montagem
2025-02-09,2025-02-09 08:49:24.111,card,ANON-0000-0000-1161,308.03,RAM 16GB DDR4
2025-02-09,2025-02-09 10:31:09.185,card,ANON-0000-0000-1157,173.67,RAM 8GB DDR4
2025-02-09,2025-02-09 10:51:28.019,card,ANON-0000-0000-1163,247.91,Serviço de Montagem
2025-02-09,2025-02-09 12:05:05.007,card,ANON-0000-0000-1196,121.12,Serviço de Limpeza
2025-02-09,2025-02-09 15:13:09.171,card,ANON-0000-0000-1189,292.12,RAM 16GB DDR4
2025-02-09,2025-02-09 15:14:02.345,card,ANON-0000-0000-1189,125.56,Serviço de Limpeza
2025-02-09,2025-02-09 15:15:57.899,card,ANON-0000-0000-1178,152.6,Serviço de Formatação
2025-02-09,2025-02-09 15:16:52.224,card,ANON-0000-0000-1179,311.33,RAM 16GB DDR4
2025-02-09,2025-02-09 16:20:18.825,card,ANON-0000-0000-1161,739.83,RAM 32GB DDR5
2025-02-10,2025-02-10 07:01:46.579,card,ANON-0000-0000-1152,248.69,Serviço de Montagem
2025-02-10,2025-02-10 08:16:32.125,card,ANON-0000-0000-1110,245.81,Serviço de Montagem
2025-02-10,2025-02-10 08:24:56.389,card,ANON-0000-0000-1152,258.39,Serviço de Montagem
2025-02-10,2025-02-10 11:11:43.020,card,ANON-0000-0000-1153,181.47,RAM 8GB DDR4
2025-02-10,2025-02-10 13:08:50.162,card,ANON-0000-0000-1167,250.3,Serviço de Montagem
2025-02-10,2025-02-10 13:11:05.976,card,ANON-0000-0000-1168,285.06,RAM 16GB DDR4
2025-02-10,2025-02-10 13:26:54.671,card,ANON-0000-0000-1197,184.22,RAM 8GB DDR4
2025-02-10,2025-02-10 13:40:13.329,card,ANON-0000-0000-1198,242.57,Serviço de Montagem
2025-02-10,2025-02-10 14:01:52.039,card,ANON-0000-0000-1199,114.98,Serviço de Limpeza
2025-02-10,2025-02-10 14:07:41.358,card,ANON-0000-0000-1163,251.65,Serviço de Montagem
2025-02-10,2025-02-10 14:11:46.466,card,ANON-0000-0000-1163,303.52,RAM 16GB DDR4
2025-02-10,2025-02-10 14:15:44.582,card,ANON-0000-0000-1163,314.67,RAM 16GB DDR4
2025-02-10,2025-02-10 15:01:54.950,card,ANON-0000-0000-1200,1835.69,CPU i5-14600K
2025-02-10,2025-02-10 15:14:01.175,card,ANON-0000-0000-1166,181.96,RAM 8GB DDR4
2025-02-10,2025-02-10 15:46:02.637,card,ANON-0000-0000-1191,117.43,Serviço de Limpeza
2025-02-10,2025-02-10 15:47:44.088,card,ANON-0000-0000-1165,154.22,Serviço de Formatação
2025-02-10,2025-02-10 16:20:55.047,card,ANON-0000-0000-1170,301.03,RAM 16GB DDR4
2025-02-10,2025-02-10 17:12:02.356,card,ANON-0000-0000-0878,246.73,Serviço de Montagem
2025-02-10,2025-02-10 18:27:14.597,card,ANON-0000-0000-1157,182.62,RAM 8GB DDR4
2025-02-10,2025-02-10 19:14:01.461,card,ANON-0000-0000-1178,125.42,Serviço de Limpeza
2025-02-10,2025-02-10 19:14:53.526,card,ANON-0000-0000-1201,114.87,Serviço de Limpeza
2025-02-11,2025-02-11 10:38:26.035,card,ANON-0000-0000-1163,239.29,Serviço de Montagem
2025-02-11,2025-02-11 11:19:15.478,card,ANON-0000-0000-1176,254.94,Serviço de Montagem
2025-02-11,2025-02-11 11:20:12.152,card,ANON-0000-0000-1166,184.46,RAM 8GB DDR4
2025-02-11,2025-02-11 11:21:08.002,card,ANON-0000-0000-1189,291.2,RAM 16GB DDR4
2025-02-11,2025-02-11 15:56:49.868,card,ANON-0000-0000-1156,147.8,Serviço de Formatação
2025-02-11,2025-02-11 16:09:08.439,card,ANON-0000-0000-1194,178.4,RAM 8GB DDR4
2025-02-11,2025-02-11 16:49:40.995,card,ANON-0000-0000-1202,585.39,CPU i3-12100
2025-02-11,2025-02-11 17:35:34.920,card,ANON-0000-0000-1163,114.19,Serviço de Limpeza
2025-02-11,2025-02-11 17:36:42.232,card,ANON-0000-0000-1163,171.54,RAM 8GB DDR4
2025-02-11,2025-02-11 17:44:12.594,card,ANON-0000-0000-1203,171.78,RAM 8GB DDR4
2025-02-11,2025-02-11 17:50:40.426,card,ANON-0000-0000-1110,256.25,Serviço de Montagem
2025-02-11,2025-02-11 17:54:37.833,card,ANON-0000-0000-1203,187.09,RAM 8GB DDR4
2025-02-11,2025-02-11 19:04:11.037,card,ANON-0000-0000-1204,125.39,Serviço de Limpeza
2025-02-11,2025-02-11 19:05:03.830,card,ANON-0000-0000-1204,307.03,RAM 16GB DDR4
2025-02-12,2025-02-12 07:16:57.164,card,ANON-0000-0000-1200,1774.74,CPU i5-14600K
2025-02-12,2025-02-12 07:35:37.551,card,ANON-0000-0000-1163,241.88,Serviço de Montagem
2025-02-12,2025-02-12 08:54:35.758,card,ANON-0000-0000-1163,287.17,RAM 16GB DDR4
2025-02-12,2025-02-12 09:19:45.900,card,ANON-0000-0000-1153,185.97,RAM 8GB DDR4
2025-02-12,2025-02-12 10:43:13.475,card,ANON-0000-0000-1188,261.65,Serviço de Montagem
2025-02-12,2025-02-12 12:43:29.084,card,ANON-0000-0000-1205,245.9,Serviço de Montagem
2025-02-12,2025-02-12 13:08:09.325,card,ANON-0000-0000-1206,261.14,Serviço de Montagem
2025-02-12,2025-02-12 13:41:39.723,card,ANON-0000-0000-1160,143.0,Serviço de Formatação
2025-02-12,2025-02-12 15:41:24.777,card,ANON-0000-0000-1164,151.96,Serviço de Formatação
2025-02-12,2025-02-12 15:42:16.575,card,ANON-0000-0000-1191,115.18,Serviço de Limpeza
2025-02-12,2025-02-12 15:43:34.522,card,ANON-0000-0000-1165,147.69,Serviço de Formatação
